SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-15-2022,Single Family Residential,793 Mayfly Cres,Ottawa,ON,K2J 6C7,530000,2,2.5,Half Moon Bay,,930,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/793-Mayfly-Cres-K2J-0T3/home/149641263,OREB,1312040,Y,Y,45.2443884,-75.7394794
PAST SALE,September-13-2022,Single Family Residential,53 Pondhawk Way,Ottawa,ON,K2J 5Z2,967500,4,3.5,Half Moon Bay,3218,9534,2014,,301,,Sold,,,https://www.redfin.com/on/ottawa/53-Pondhawk-Way-K2C-3H2/home/149669041,OREB,1309411,Y,Y,45.2438368,-75.7344317
PAST SALE,September-15-2022,Single Family Residential,5569 Van Vliet Dr,Ottawa,ON,K4M 1J4,979556,3,3.0,Manotick South Island,,22259,1982,,,,Sold,,,https://www.redfin.com/on/ottawa/5569-Van-Vliet-Rd-K4M-1J4/home/149546021,OREB,1310196,Y,Y,45.2263394,-75.6760831
PAST SALE,September-15-2022,Single Family Residential,1668 River Rd,Ottawa,ON,K4M 1B4,695000,3,2.5,Manotick,,25046,1978,,,,Sold,,,https://www.redfin.com/on/ottawa/1668-River-Rd-K4M-1B4/home/149491469,OREB,1311784,Y,Y,45.20962,-75.6494004
PAST SALE,September-18-2022,Single Family Residential,223 Andre Audet Ave,Ottawa,ON,K2J 5W7,489900,3,1.5,Half Moon Bay,,,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/223-Andre-Audet-Ave-K2C-3H2/home/149515612,OREB,1313333,Y,Y,45.2469103,-75.7352275
PAST SALE,September-21-2022,Single Family Residential,978 Fameflower St,Ottawa,ON,K2J 7A1,680000,3,2.5,Half Moon Bay,,,2022,,,,Sold,,,https://www.redfin.com/on/ottawa/978-Fameflower-St-K2J-7A1/home/176813856,OREB,1304283,Y,Y,45.2398832,-75.7389359
PAST SALE,September-22-2022,Condo/Co-op,228 Shanly Pvt,Ottawa,ON,K2J 5X6,415000,,2.5,Stonebridge,,,2014,,,328,Sold,,,https://www.redfin.com/on/ottawa/228-Shanly-Pvt-K2J-0Z5/home/181278052,OREB,1310224,Y,Y,45.2537102,-75.7357847
PAST SALE,September-21-2022,Single Family Residential,137 Pennant Ave,Ottawa,ON,K2J 5W6,805000,3,2.5,Half Moon Bay,,3099,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/137-Pennant-Ave-K2J-5W6/home/149052939,OREB,1312112,Y,Y,45.2470716,-75.7360805
PAST SALE,September-24-2022,Single Family Residential,825 Artemis Cir,Ottawa,ON,K4M 0H6,1200000,3,3.0,Manotick,,5612,2019,,,,Sold,,,https://www.redfin.com/on/ottawa/825-Artemis-Cir-K4M-1J8/home/149442023,OREB,1313018,Y,Y,45.2179262,-75.6688216
PAST SALE,September-22-2022,Single Family Residential,5298 Driscoll Dr,Manotick,ON,K4M 1E6,673000,2,1.5,North Island,,7134,1974,,,,Sold,,,https://www.redfin.com/on/ottawa/5298-Driscoll-Dr-K4M-1E6/home/149468777,OREB,1291950,Y,Y,45.2381071,-75.6985144
PAST SALE,September-23-2022,Single Family Residential,542 Snow Goose St,Ottawa,ON,K2J 6C7,504500,2,1.5,Half Moon Bay,,914,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/542-Snow-Goose-St-K2J-0T3/home/149644833,OREB,1310353,Y,Y,45.2446259,-75.7400191
PAST SALE,September-26-2022,Single Family Residential,124 Cheyenne Way,Ottawa,ON,K2J 0E9,870000,4,3.0,Stonebridge,,4865,2006,,,,Sold,,,https://www.redfin.com/on/ottawa/124-Cheyenne-Way-K2J-0E9/home/149195048,OREB,1310622,Y,Y,45.2519428,-75.7312074
PAST SALE,September-29-2022,Single Family Residential,423 Dundonald Dr,Ottawa,ON,K2J 0G9,875000,4,2.5,Stonebridge/barrhaven,,5432,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/423-Dundonald-Dr-K2J-0G9/home/149504002,OREB,1312594,Y,Y,45.2469532,-75.7278057
PAST SALE,October-4-2022,Single Family Residential,201 Andre Audet Ave,Ottawa,ON,K2J 5W7,535000,3,1.5,Half Moon Bay,,1981,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/201-Andre-Audet-Ave-K2C-3H2/home/149055129,OREB,1305961,Y,Y,45.2463211,-75.7347465
PAST SALE,September-29-2022,Single Family Residential,5453 Long Island Rd,Ottawa,ON,K4M 1H3,915000,3,3.0,Manotick Long Island,,17005,1971,,,,Sold,,,https://www.redfin.com/on/ottawa/5453-Long-Island-Rd-K4M-1H3/home/149553387,OREB,1306162,Y,Y,45.2317795,-75.6849154
PAST SALE,October-2-2022,Single Family Residential,580 Chriscraft Way,Manotick,ON,K4M 0G3,1130000,4,3.0,Mahogany Community,,,2017,,,,Sold,,,https://www.redfin.com/on/ottawa/580-Chriscraft-Way-K4M-1J8/home/149509036,OREB,1311630,Y,Y,45.2157099,-75.6741226
PAST SALE,October-4-2022,Single Family Residential,58 Pondhawk Way,Nepean,ON,K2J 5Z2,775000,4,2.5,Half Moon Bay,,3043,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/58-Pondhawk-Way-K2C-3H2/home/149350570,OREB,1314011,Y,Y,45.244357,-75.7341172
PAST SALE,October-12-2022,Single Family Residential,5580 Manotick Main St,Ottawa,ON,K4M 1A7,950000,3,1.5,Manotick Village,,12896,1858,,,,Sold,,,https://www.redfin.com/on/ottawa/5580-Manotick-Main-St-K4M-1E2/home/149557951,OREB,1303474,Y,Y,45.2233213,-75.6815436
PAST SALE,October-7-2022,Single Family Residential,231 Brambling Way,Ottawa,ON,K2J 0E4,720000,3,2.5,Half Moon Bay,,2673,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/231-Brambling-Way-K2J-0T7/home/149332908,OREB,1314669,Y,Y,45.2497206,-75.7383431
PAST SALE,October-12-2022,Single Family Residential,34 Jetty Dr,Ottawa,ON,K4M 0E9,1110000,5,4.0,Manotick,,5899,2022,,,,Sold,,,https://www.redfin.com/on/ottawa/34-Jetty-Dr-K4M-0M5/home/171487357,OREB,1312625,Y,Y,45.2168552,-75.6809009
PAST SALE,October-13-2022,Single Family Residential,933 Rossburn Cres,Ottawa,ON,K2J 0Y5,855000,4,3.5,Barrhaven/stonebridge,,4685,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/933-Rossburn-Cres-K2J-0L6/home/149521551,OREB,1315391,Y,Y,45.2522156,-75.7251281
PAST SALE,October-13-2022,Single Family Residential,5278 Mclean Cres,Manotick,ON,K4M 1G1,990000,1,2.5,Manotick Long Island,,8847,1983,,,,Sold,,,https://www.redfin.com/on/ottawa/5278-McLean-Cres-K4M-1G1/home/149463615,OREB,1311203,Y,Y,45.238611,-75.7010035
PAST SALE,October-14-2022,Single Family Residential,65 Hawktree Ridge,Ottawa,ON,K2J 5N3,675000,3,2.5,Stonebridge,,5231,2005,,,,Sold,,,https://www.redfin.com/on/ottawa/65-Hawktree-Ridge-K2J-5N3/home/149264259,OREB,1314565,Y,Y,45.252198,-75.7203755
PAST SALE,October-14-2022,Single Family Residential,683 Broad Cove Cres,Ottawa,ON,K2J 6H6,750000,3,2.5,Half Moon Bay,,,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/683-Broad-Cove-Cres-K2C-3H2/home/149344035,OREB,1314671,Y,Y,45.241867,-75.7330381
PAST SALE,October-17-2022,Single Family Residential,2475 Regatta Ave,Ottawa,ON,K2J 5V6,685000,3,2.5,Half Moon Bay,,2663,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/2475-Regatta-Ave-K2J-0T7/home/149035093,OREB,1315674,Y,Y,45.248727,-75.7366992
PAST SALE,October-18-2022,Single Family Residential,293 Silbrass Pvt,Ottawa,ON,K2J 5M6,525000,2,1.5,Stonebridge,1277,2099,2005,,411,124,Sold,,,https://www.redfin.com/on/ottawa/293-Silbrass-Pvt-K2J-5M6/home/149149577,OREB,1313793,Y,Y,45.2541565,-75.7177924
PAST SALE,October-18-2022,Single Family Residential,114 Teelin Cir,Ottawa,ON,K2J 6V1,520000,2,1.5,Quinn’s Point,,949,2020,,,,Sold,,,https://www.redfin.com/on/ottawa/114-Teelin-Cir-K2C-3H2/home/174058174,OREB,1312368,Y,Y,45.23718,-75.7375
PAST SALE,October-19-2022,Single Family Residential,310 Towhee Pl,Ottawa,ON,K2J 5V4,925000,4,4.5,Half Moon Bay,,3739,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/310-Towhee-Pl-K2J-5V4/home/149520678,OREB,1316322,Y,Y,45.2500579,-75.7355697
PAST SALE,October-20-2022,Single Family Residential,1149 Jean Park Rd,Ottawa,ON,K4M 1E4,521000,2,1.5,"Manotick ""long Island""",,7833,1970,,,,Sold,,,https://www.redfin.com/on/ottawa/1149-Jean-Park-Rd-K4M-1E4/home/149521785,OREB,1314554,Y,Y,45.2358557,-75.6969662
PAST SALE,October-20-2022,Single Family Residential,418 Meadowhawk Cres,Ottawa,ON,K2J 5W7,570000,3,1.5,Half Moon Bay,,1886,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/418-Meadowhawk-Cres-K2C-3H2/home/149720768,OREB,1312762,Y,Y,45.2468028,-75.7336719
PAST SALE,October-20-2022,Single Family Residential,881 Kennacraig Pvt,Ottawa,ON,K2J 5T6,668000,3,2.5,Stonebridge,,5158,2011,,,90,Sold,,,https://www.redfin.com/on/ottawa/881-Kennacraig-Pvt-K2J-5T5/home/149698346,OREB,1312896,Y,Y,45.2477781,-75.7308581
PAST SALE,October-21-2022,Single Family Residential,660 Egret Way,Ottawa,ON,K2J 6K9,932000,4,3.5,Half Moon Bay,,3988,2020,,,,Sold,,,https://www.redfin.com/on/ottawa/660-Egret-Way-K2G/home/148986798,OREB,1316052,Y,Y,45.2464513,-75.7414859
PAST SALE,October-21-2022,Single Family Residential,334 Towhee Pl,Ottawa,ON,K2J 5V3,773000,4,2.5,Half Moon Bay,,3979,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/334-Towhee-Pl-K2J-5V3/home/149253014,OREB,1317608,Y,Y,45.2489,-75.7357651
PAST SALE,October-23-2022,Single Family Residential,46 Stanhope Crt,Ottawa,ON,K2J 6S2,1068000,4,3.5,Stonebridge,,3958,2020,,,,Sold,,,https://www.redfin.com/on/ottawa/46-Stanhope-Crt-K2J-6S2/home/161487305,OREB,1318620,Y,Y,45.2497091,-75.7198138
PAST SALE,October-23-2022,Single Family Residential,754 Cappamore Dr,Ottawa,ON,K2J 6W3,1030000,4,3.5,Quinns Pointe,,4036,2021,,,,Sold,,,https://www.redfin.com/on/ottawa/754-Cappamore-Dr-K2C-3H2/home/174065148,OREB,1307207,Y,Y,45.2362871,-75.7320339
PAST SALE,October-24-2022,Single Family Residential,5529 Doctor Leach Dr,Manotick,ON,K4M 1L6,650000,3,2.5,Village Walk / Manotick,,1796,2003,,,88,Sold,,,https://www.redfin.com/on/ottawa/5529-Dr-Leach-Dr-K4M-1L6/home/149498635,OREB,1318622,Y,Y,45.2232531,-75.6863209
PAST SALE,October-26-2022,Single Family Residential,5480 Colony Heights Rd,Ottawa,ON,K4M 1A3,820000,4,3.5,Manotick Estates,,16250,1971,,,,Sold,,,https://www.redfin.com/on/ottawa/5480-Colony-Heights-Rd-K4M-1A3/home/149476691,OREB,1317921,Y,Y,45.2268604,-75.6920185
PAST SALE,October-24-2022,Single Family Residential,1346 Shylo Cres,Manotick,ON,K4M 1B7,1100000,4,3.0,"Manotick, Rideau Forest",,139392,1988,,,,Sold,,,https://www.redfin.com/on/ottawa/1346-Shylo-Cres-K4M-1B7/home/149544094,OREB,1312091,Y,Y,45.2272071,-75.6502914
PAST SALE,October-27-2022,Single Family Residential,402 Meadowhawk Cres,Ottawa,ON,K2J 5W7,529000,3,1.5,Half Moon Bay,,1881,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/402-Meadowhawk-Cres-K2C-3H2/home/149514345,OREB,1307487,Y,Y,45.2464705,-75.7342987
PAST SALE,October-29-2022,Single Family Residential,3570 Cambrian Rd,Ottawa,ON,K2J 0T6,741500,3,2.5,Half Moon Bay,,2886,2009,,,,Sold,,,https://www.redfin.com/on/ottawa/3570-Cambrian-Rd-K2J-0T6/home/149722985,OREB,1317587,Y,Y,45.2509117,-75.7404232
PAST SALE,October-30-2022,Single Family Residential,500 Pinawa Cir,Ottawa,ON,K2J 5Y2,860000,4,3.5,Stonebridge,,6133,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/500-Pinawa-Cir-K2J-5T9/home/149718307,OREB,1313429,Y,Y,45.242486,-75.7273335
PAST SALE,November-2-2022,Single Family Residential,1096 Waterpark Pl,Ottawa,ON,K4M 1J7,1150000,4,3.5,Manotick Long Island,,24630,2003,,,,Sold,,,https://www.redfin.com/on/ottawa/1096-Waterpark-Pl-K4M-1J7/home/149550947,OREB,1315468,Y,Y,45.2360348,-75.6906086
PAST SALE,October-31-2022,Single Family Residential,728 Devario Cres,Ottawa,ON,K2J 6H3,928000,3,2.5,Half Moon Bay,,3196,2017,,,,Sold,,,https://www.redfin.com/on/ottawa/728-Devario-Cres-K2J-6H3/home/149244596,OREB,1318314,Y,Y,45.2429572,-75.7383096
PAST SALE,November-3-2022,Single Family Residential,2449 Regatta Ave,Ottawa,ON,K2J 5V5,640000,3,2.5,Half Moon Bay,,2832,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/2449-Regatta-Ave-K2J-0T7/home/149038791,OREB,1316438,Y,Y,45.2494669,-75.7372804
PAST SALE,November-3-2022,Townhouse,341 Song Sparrow St,Ottawa,ON,K2J 5Y9,590000,3,1.0,Nepean,,1784,,,,,Sold,,,https://www.redfin.com/on/ottawa/341-Song-Sparrow-St-K2J-0T5/home/149675572,TREB,X5807633,Y,Y,45.2457416,-75.7393973
PAST SALE,November-4-2022,Single Family Residential,833 Mcmanus Ave,Ottawa,ON,K4M 0G3,1600000,3,3.5,Maple Ridge Estates,,30927,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/833-McManus-Ave-K4M-0B2/home/149443802,OREB,1315561,Y,Y,45.2115939,-75.7050672
PAST SALE,November-4-2022,Single Family Residential,1078 Ballyhale Hts,Ottawa,ON,K2J 6Y1,648000,4,2.5,Half Moon Bay,,1900,2022,,,,Sold,,,https://www.redfin.com/on/ottawa/1078-Ballyhale-Hts-K2C-3H2/home/176424393,OREB,1315533,Y,Y,45.23398,-75.7355199
PAST SALE,November-8-2022,Single Family Residential,518 Chriscraft Way,Manotick,ON,K4M 1J8,900000,2,3.5,Mahogany Community,2017,3470,2017,,446,,Sold,,,https://www.redfin.com/on/ottawa/518-Chriscraft-Way-K4M-1J8/home/149560740,OREB,1317891,Y,Y,45.2165895,-75.6758949
PAST SALE,November-5-2022,Single Family Residential,816 Artemis Cir,Ottawa,ON,K4M 1J8,820000,2,2.0,Manotick,,5266,2020,,,,Sold,,,https://www.redfin.com/on/ottawa/816-Artemis-Cir-K4M-1J8/home/149441789,OREB,1315909,Y,Y,45.21729,-75.66932
PAST SALE,November-6-2022,Single Family Residential,1120 Jean Park Rd,Manotick,ON,K4M 1E3,655000,3,2.0,Hillside Gardens,,7693,1976,,,,Sold,,,https://www.redfin.com/on/ottawa/1120-Jean-Park-Rd-K4M-1E3/home/149540643,OREB,1318106,Y,Y,45.2369926,-75.695338
PAST SALE,November-8-2022,Single Family Residential,2856 Grand Canal St,Ottawa,ON,K2J 6K9,688000,3,2.5,Barrhaven | Half Moon Bay,,2694,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/2856-Grand-Canal-St-K2J-0T3/home/149377400,OREB,1320323,Y,Y,45.2469456,-75.7407953
PAST SALE,November-9-2022,Single Family Residential,174 Golflinks Dr,Ottawa,ON,K2J 5M5,1037000,3,3.0,Stonebridge,,8790,2007,,,,Sold,,,https://www.redfin.com/on/ottawa/174-Golflinks-Dr-K2J-5M5/home/149178788,OREB,1320233,Y,Y,45.2527903,-75.7181952
PAST SALE,November-12-2022,Single Family Residential,798 Kilbirnie Dr,Ottawa,ON,K2J 0M4,1050000,3,3.0,Stonebridge,,,2009,,,,Sold,,,https://www.redfin.com/on/ottawa/798-Kilbirnie-Dr-K2J-0M4/home/149311295,OREB,1311818,Y,Y,45.2431132,-75.7252176
PAST SALE,November-14-2022,Single Family Residential,201 Brambling Way,Ottawa,ON,K2J 5V5,583500,3,2.5,Half Moon Bay,,1972,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/201-Brambling-Way-K2J-5V5/home/149712002,OREB,1318074,Y,Y,45.2501056,-75.737178
PAST SALE,November-14-2022,Single Family Residential,2871 Grand Canal St,Ottawa,ON,K2J 6K9,610800,3,2.5,Half Moon Bay,,2100,2019,,,,Sold,,,https://www.redfin.com/on/ottawa/2871-Grand-Canal-St-K2J-0T2/home/149377368,OREB,1320826,Y,Y,45.2463751,-75.7407689
PAST SALE,November-14-2022,Single Family Residential,2443 Regatta Ave,Ottawa,ON,K2J 5V5,595000,3,2.5,Half Moon Bay,,2100,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/2443-Regatta-Ave-K2J-5V5/home/149251444,OREB,1321026,Y,Y,45.2495852,-75.7375196
PAST SALE,November-15-2022,Single Family Residential,109 Pennant Ave,Ottawa,ON,K2J 5X1,779900,4,2.5,Half Moon Bay,,3999,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/109-Pennant-Ave-K2C-3H2/home/149410048,OREB,1320805,Y,Y,45.2459046,-75.7351268
PAST SALE,November-16-2022,Single Family Residential,644 Dundonald Dr Dr,Ottawa,ON,K2J 6C6,820000,4,2.5,Half Moon Bay,,3226,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/644-Dundonald-Dr-K2J-0T2/home/149014786,OREB,1315678,Y,Y,45.2437832,-75.7392993
PAST SALE,November-20-2022,Single Family Residential,5315 Mclean Cres,Ottawa,ON,K4M 1E5,880000,3,3.0,Manotick Island,,8004,1971,,,,Sold,,,https://www.redfin.com/on/ottawa/5315-McLean-Cres-K4M-1E5/home/149526552,OREB,1319480,Y,Y,45.2366506,-75.6988077
PAST SALE,November-18-2022,Single Family Residential,5500 West River Dr,Manotick,ON,K4M 1G8,820000,4,2.0,North Island,,14810,1956,,,,Sold,,,https://www.redfin.com/on/ottawa/5500-W-River-Dr-K4M-1G8/home/149456520,OREB,1321770,Y,Y,45.2293666,-75.6841496
PAST SALE,November-22-2022,Single Family Residential,2631 Fallingwater Cir,Nepean,ON,K2J 0R7,986500,4,3.5,Half Moon Bay,,3072,2009,,,,Sold,,,https://www.redfin.com/on/ottawa/2631-Fallingwater-Cir-K2J-0R7/home/149324307,OREB,1314960,Y,Y,45.2526722,-75.7417151
PAST SALE,November-23-2022,Single Family Residential,681 Broad Cove Cres,Ottawa,ON,K2C 3H2,715000,3,2.5,Half Moon Bay,,2574,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/681-Broad-Cove-Cres-K2C-3H2/home/149336481,OREB,1320813,Y,Y,45.241949,-75.7330962
PAST SALE,November-24-2022,Single Family Residential,976 Kilbirnie Dr,Ottawa,ON,K2J 6E6,540000,3,1.5,Quinn's Pointe,,1878,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/976-Kilbirnie-Dr-K2C-3H2/home/149343408,OREB,1310986,Y,Y,45.2403918,-75.7348575
PAST SALE,November-28-2022,Single Family Residential,81 Hawktree Ridge,Ottawa,ON,K2J 5N3,598000,3,2.5,Stonebridge,,3024,2005,,,,Sold,,,https://www.redfin.com/on/ottawa/81-Hawktree-Ridge-K2J-5N3/home/149614392,OREB,1320817,Y,Y,45.2519164,-75.720979
PAST SALE,November-25-2022,Single Family Residential,2745 Grand Vista Cir,Ottawa,ON,K2J 0W6,975000,4,4.5,Half Moon Bay,,4230,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/2745-Grand-Vista-Cir-K2J-0W5/home/149358916,OREB,1312574,Y,Y,45.2535796,-75.7379122
PAST SALE,November-28-2022,Single Family Residential,299 Kilspindie Ridge,Ottawa,ON,K2J 6A4,811000,3,2.5,Stonebridge,,3599,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/299-Kilspindie-Ridge-K2J-5M8/home/149631397,OREB,1317841,Y,Y,45.2535813,-75.7102166
PAST SALE,December-1-2022,Single Family Residential,652 Broad Cove Cres,Ottawa,ON,K2J 6H5,615000,3,2.5,Half Moon Bay,,2656,2017,,,,Sold,,,https://www.redfin.com/on/ottawa/652-Broad-Cove-Cres-K2C-3H2/home/149000875,OREB,1308696,Y,Y,45.2422634,-75.7323375
PAST SALE,November-30-2022,Single Family Residential,5301 Hillcrest Dr,Ottawa,ON,K4M 1E6,635000,2,2.0,Manotick,,7420,1970,,,,Sold,,,https://www.redfin.com/on/ottawa/5301-Hillcrest-Dr-K4M-1E6/home/149536106,OREB,1322654,Y,Y,45.2378206,-75.6986106
PAST SALE,December-5-2022,Single Family Residential,408 Dundonald Dr,Nepean,ON,K2J 0G7,1300000,4,4.5,Stonebridge,,5991,2009,,,,Sold,,,https://www.redfin.com/on/ottawa/408-Dundonald-Dr-K2J-0G7/home/149586788,OREB,1315232,Y,Y,45.2477997,-75.7268259
PAST SALE,December-6-2022,Single Family Residential,509 Snow Goose St,Nepean,ON,K2J 5Y8,492000,3,1.5,Half Moon Bay,,1169,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/509-Snow-Goose-St-K2J-0T3/home/149671246,OREB,1321563,Y,Y,45.2450417,-75.7382239
PAST SALE,December-18-2022,Single Family Residential,380 Sweet Grass Cir,Ottawa,ON,K2J 5W9,455000,2,1.5,Half Moon Bay,,929,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/380-Sweet-Grass-Cir-K2C-3H2/home/149697613,OREB,1314919,Y,Y,45.2477042,-75.7345568
PAST SALE,December-12-2022,Single Family Residential,5576 Manotick Main St,Manotick,ON,K4M 1A3,610000,2,1.0,Manotick Village,,6480,1976,,,,Sold,,,https://www.redfin.com/on/ottawa/5576-Manotick-Main-St-K4M-1E2/home/149538413,OREB,1324051,Y,Y,45.223546,-75.6818615
PAST SALE,December-19-2022,Single Family Residential,40 Lentago Ave,Ottawa,ON,K2J 7A2,628000,3,2.5,Half Moon Bay,,1887,2022,,,,Sold,,,https://www.redfin.com/on/ottawa/40-Lentago-Ave-K2C-3H2/home/180086848,OREB,1317626,Y,Y,45.2401222,-75.7381376
PAST SALE,December-19-2022,Single Family Residential,400 White Arctic Ave,Ottawa,ON,K2J 5W5,650000,3,3.0,Half Moon Bay,,,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/400-White-Arctic-Ave-K2J-6C8/home/149670851,OREB,1316045,Y,Y,45.2461149,-75.7376651
PAST SALE,December-20-2022,Single Family Residential,5528 Wicklow Dr,Ottawa,ON,K4M 1C4,1650000,3,4.0,Manotick Village,,36154,1994,,,,Sold,,,https://www.redfin.com/on/ottawa/5528-Wicklow-Dr-K4M-1C4/home/149542761,OREB,1321997,Y,Y,45.2195975,-75.7010875
PAST SALE,December-22-2022,Single Family Residential,337 Drumlish Lane,Ottawa,ON,K2J 6Y3,515000,3,2.5,Half Moon Bay,,,2021,,,,Sold,,,https://www.redfin.com/on/ottawa/337-Drumlish-Lane-K2C-3H2/home/176412389,OREB,1323912,Y,Y,45.23308,-75.73371
PAST SALE,December-25-2022,Single Family Residential,594 Chriscraft Way,Ottawa,ON,K4M 0G3,1110000,4,3.5,Manotick Mahogany,,4738,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/594-Chriscraft-Way-K4M-1J8/home/149444176,OREB,1316344,Y,Y,45.215827,-75.6731392
PAST SALE,December-31-2022,Single Family Residential,394 Kilspindie Ridge,Ottawa,ON,K2J 6A3,992500,2,2.0,Stonebridge,,6024,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/394-Kilspindie-Ridge-K2J-5M8/home/149007178,OREB,1320936,Y,Y,45.2532377,-75.7132198
PAST SALE,January-4-2023,Single Family Residential,1042 Boucher Cres,Manotick,ON,K4M 1B3,445000,3,1.0,Manotick,,14810,1971,,,,Sold,,,https://www.redfin.com/on/ottawa/1042-Boucher-Cres-K4M-1B3/home/149528491,OREB,1321071,Y,Y,45.2082159,-75.653015
PAST SALE,January-5-2023,Single Family Residential,890 Artemis Cir,Ottawa,ON,K4M 0H7,787500,2,2.0,Riverwalk,,,2020,,,,Sold,,,https://www.redfin.com/on/ottawa/890-Artemis-Cir-K4M-0H7/home/149515552,OREB,1322943,Y,Y,45.2166691,-75.6686348
PAST SALE,January-12-2023,Single Family Residential,2443 River Mist Rd,Ottawa,ON,K2J 5W5,640000,3,2.5,Half Moon Bay,,2379,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/2443-River-Mist-Rd-K2J-0T5/home/149350022,OREB,1319831,Y,Y,45.2453204,-75.7370853
PAST SALE,January-15-2023,Single Family Residential,605 Pinawa Cir,Ottawa,ON,K2J 5Y2,910000,5,2.5,Stonebridge,,4507,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/605-Pinawa-Cir-K2J-5Y2/home/149708595,OREB,1319959,Y,Y,45.2414337,-75.7278689
PAST SALE,January-20-2023,Single Family Residential,348 Cloyne Cres,Ottawa,ON,K2J 6W4,1095000,6,4.5,Half Moon Bay,,,2022,,,,Sold,,,https://www.redfin.com/on/ottawa/348-Cloyne-Cres-K2C-3H2/home/174065179,OREB,1313715,Y,Y,45.2378799,-75.7310399
PAST SALE,January-17-2023,Single Family Residential,822 Kennacraig Pvt,Ottawa,ON,K2J 5T5,600000,3,2.5,Stonebridge,,3953,2012,,,91,Sold,,,https://www.redfin.com/on/ottawa/822-Kennacraig-Pvt-K2J-5T5/home/149683973,OREB,1318255,Y,Y,45.2478779,-75.7322927
PAST SALE,January-23-2023,Single Family Residential,1234 Beaverwood Rd,Ottawa,ON,K4M 1C7,1097000,1,2.0,Manotick Estates,,27837,1984,,,,Sold,,,https://www.redfin.com/on/ottawa/1234-Beaverwood-Rd-K4M-1C7/home/149541592,OREB,1325959,Y,Y,45.2220754,-75.6912398
PAST SALE,January-24-2023,Single Family Residential,103 Lochhouse Walk,Nepean,ON,K2J 6A4,1240000,4,4.5,Barrhaven - Stonebridge,,5430,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/103-Lochhouse-Walk-K2J-5M7/home/149344973,OREB,1321532,Y,Y,45.2524951,-75.7124106
PAST SALE,January-24-2023,Single Family Residential,5558 South Island Park Dr,Ottawa,ON,K4M 1J2,1225000,4,3.5,Manotick,,23353,1983,,,,Sold,,,https://www.redfin.com/on/ottawa/5558-S-Island-Park-Dr-K4M-1J2/home/149456989,OREB,1321975,Y,Y,45.2282015,-75.673559
PAST SALE,January-25-2023,Single Family Residential,477 Lockmaster Cres,Ottawa,ON,K4M 1L9,1400000,5,5.0,Millers Point In Manotick,,21097,2005,,,,Sold,,,https://www.redfin.com/on/ottawa/477-Lockmaster-Cres-K4M-1L9/home/149497675,OREB,1326084,Y,Y,45.2271767,-75.6965495
PAST SALE,January-31-2023,Single Family Residential,813 Crossgate St,Ottawa,ON,K2J 7E3,830000,3,2.5,Stonebridge,,5936,2023,,,,Sold,,,https://www.redfin.com/on/ottawa/813-Crossgate-St-K2G/home/183938441,OREB,1327474,Y,Y,45.2487781,-75.7168574
