SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-14-2023,Single Family Residential,4 Cymbeline Dr,Ottawa,ON,K2H 7Y1,637000,3,2.5,Westcliff Estates,,2392,1972,,,,Sold,,,https://www.redfin.com/on/ottawa/4-Cymbeline-Dr-K2H-7Y1/home/150895893,OREB,1345721,Y,Y,45.3187357,-75.8369624
PAST SALE,July-11-2023,Single Family Residential,102 Bridle Park Dr,Ottawa,ON,K2M 2X8,910000,4,2.5,Bridlewood,,4708,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/102-Bridle-Park-Dr-K2M-2X8/home/151175934,OREB,1350181,Y,Y,45.2838476,-75.8492352
PAST SALE,February-9-2023,Single Family Residential,10 Stonepark Lane,Ottawa,ON,K2H 9P7,680000,3,2.5,Westcliffe Estates,,2998,1990,,,,Sold,,,https://www.redfin.com/on/ottawa/10-Stone-Park-Lane-K2H-9P7/home/151037968,OREB,1328390,Y,Y,45.3133966,-75.8351765
PAST SALE,January-13-2023,Single Family Residential,60 Sheppard's Glen Ave,Kanata,ON,K2M 2M9,535000,3,2.5,Emerald Meadows,,2675,1995,,,,Sold,,,https://www.redfin.com/on/ottawa/60-Sheppard-s-Glen-Ave-K2M-2M9/home/151139330,OREB,1324273,Y,Y,45.2781266,-75.8462386
PAST SALE,August-21-2023,Single Family Residential,802 Maloja Way,Stittsville,ON,K2S 0V3,512500,2,2.5,Fairwinds,,1174,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/802-Maloja-Way-K2S-1B9/home/148800689,OREB,1354773,Y,Y,45.2860558,-75.9283078
PAST SALE,May-27-2023,Single Family Residential,125 Tapadero Ave,Ottawa,ON,K2V 0A7,855000,3,2.5,Blackstone,,4001,2017,,,,Sold,,,https://www.redfin.com/on/ottawa/125-Tapadero-Ave-K2V-0A4/home/150011354,OREB,1343040,Y,Y,45.2754017,-75.8854275
PAST SALE,June-12-2023,Single Family Residential,181 Asper Trail Cir,Kanata,ON,K2M 2M7,933000,4,2.5,"Emerald Meadows, Trailwest",,2962,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/181-Asper-Trail-Cir-K2M-2M7/home/151240006,OREB,1345762,Y,Y,45.2759473,-75.8456793
PAST SALE,June-21-2023,Single Family Residential,29 Filion Cres,Ottawa,ON,K2M 1V7,905000,3,2.5,Bridlewood,,5159,1989,,,,Sold,,,https://www.redfin.com/on/ottawa/29-Filion-Cres-K2M-1V7/home/151270405,OREB,1346120,Y,Y,45.2952866,-75.8662131
PAST SALE,May-19-2023,Single Family Residential,550 Foxlight Cir,Kanata,ON,K2M 0L9,529400,2,2.5,Emerald Meadows - Trailwest,,1235,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/550-Foxlight-Cir-K2R-1G9/home/151375258,OREB,1341660,Y,Y,45.2794134,-75.837472
PAST SALE,April-30-2023,Single Family Residential,524 Barrick Hill Rd,Ottawa,ON,K2M 0B5,639900,3,3.5,Emerald Meadows,,2596,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/524-Barrick-Hill-Rd-K2M-0B5/home/151229371,OREB,1337872,Y,Y,45.2824405,-75.868346
PAST SALE,July-20-2023,Single Family Residential,431 Barrick Hill Rd,Kanata,ON,K2M 0H7,632000,3,2.5,Kanata,,1932,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/431-Barrick-Hill-Rd-K2M-0H7/home/151109968,OREB,1351810,Y,Y,45.2827382,-75.8714288
PAST SALE,July-7-2023,Single Family Residential,100 Insmill Cres,Ottawa,ON,K2T 1G6,1065000,4,3.5,Kanata Lakes,,5092,1999,,,,Sold,,,https://www.redfin.com/on/ottawa/100-Insmill-Cres-K2T-1G6/home/149236832,OREB,1349511,Y,Y,45.31206,-75.9294522
PAST SALE,August-7-2023,Condo/Co-op,200 Guelph Pvt #301,Ottawa,ON,K2T 0J8,515000,2,2.0,Kanata Lakes; Heritage Hills,,,2014,,,574,Sold,,,https://www.redfin.com/on/ottawa/200-Guelph-Pvt-K2T-0C3/unit-301/home/149271077,OREB,1353533,Y,Y,45.3142802,-75.9379071
PAST SALE,June-16-2023,Single Family Residential,21 Borduas Crt,Ottawa,ON,K2K 1K9,999000,3,3.0,Beaverbrook,,11180,1969,,,,Sold,,,https://www.redfin.com/on/ottawa/21-Borduas-Crt-K2K-1K9/home/150380628,OREB,1343967,Y,Y,45.3278409,-75.9110419
PAST SALE,May-18-2023,Single Family Residential,245 Mcgibbon Dr,Kanata,ON,K2L 3Y6,900000,3,2.5,Katimavik,,4609,1988,,,,Sold,,,https://www.redfin.com/on/ottawa/245-McGibbon-Dr-K2L-3Y6/home/149778946,OREB,1341378,Y,Y,45.304578,-75.9073763
PAST SALE,April-20-2023,Single Family Residential,986 Shimmerton Cir,Ottawa,ON,K2M 0L4,775000,3,2.5,Emerald Meadows/trailwest,,2454,2017,,,,Sold,,,https://www.redfin.com/on/ottawa/986-Shimmerton-Cir-K2R-1G9/home/151104237,OREB,1336756,Y,Y,45.2769604,-75.8394058
PAST SALE,June-2-2023,Single Family Residential,245 Mojave Cres,Stittsville,ON,K2S 0H6,764000,3,2.5,Jackson Trails,,3056,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/245-Mojave-Cres-K2S-0H6/home/148774012,OREB,1344070,Y,Y,45.2782905,-75.9290921
PAST SALE,July-24-2023,Single Family Residential,477 Foxhall Way,Kanata,ON,K2M 0G2,625000,3,2.5,Bridlewood,,2297,2011,,,,Sold,,,https://www.redfin.com/on/ottawa/477-Foxhall-Way-K2M-0G2/home/151355691,OREB,1352400,Y,Y,45.2872139,-75.8546255
PAST SALE,June-5-2023,Single Family Residential,52 Zokol Cres,Ottawa,ON,K2K 2K4,1200000,4,3.5,Kanata Lakes,,7135,1988,,,,Sold,,,https://www.redfin.com/on/ottawa/52-Zokol-Cres-K2K-2K4/home/150370344,OREB,1343319,Y,Y,45.325796,-75.91471
PAST SALE,January-27-2023,Single Family Residential,30 Jackman Terr,Ottawa,ON,K2L 4E1,638000,3,2.5,Katimavik,,3023,1994,,,,Sold,,,https://www.redfin.com/on/ottawa/30-Jackman-Terr-K2L-4E1/home/149826548,OREB,1326590,Y,Y,45.310765,-75.8977266
PAST SALE,June-30-2023,Condo/Co-op,22 Pebble Beach Crt,Stittsville,ON,K2S 1B9,515000,2,2.0,Amberwood Village,,,1979,,,585,Sold,,,https://www.redfin.com/on/ottawa/22-Pebble-Beach-Crt-K2S-1B9/home/148772701,OREB,1348843,Y,Y,45.2724607,-75.9224008
PAST SALE,November-9-2023,Condo/Co-op,124 Mcclintock Way,Ottawa,ON,K2L 2A4,355000,3,1.5,Katimavik,,,1977,,,538,Sold,,,https://www.redfin.com/on/ottawa/124-McClintock-Way-K2L-2A4/home/149935669,OREB,1366469,Y,Y,45.307409,-75.8963609
PAST SALE,June-8-2023,Single Family Residential,10 Sawyer Way,Ottawa,ON,K2M 2W2,816000,4,2.5,Emerald Meadows,,4505,2000,,,,Sold,,,https://www.redfin.com/on/ottawa/10-Sawyer-Way-K2M-2W2/home/151215235,OREB,1343754,Y,Y,45.2815593,-75.8407049
PAST SALE,April-20-2023,Single Family Residential,1 Cypress Gdns,Stittsville,ON,K2S 1W5,1465000,4,3.5,Stittsville,,15995,2001,,,,Sold,,,https://www.redfin.com/on/ottawa/1-Cypress-Gdns-K2S-1W5/home/148968752,OREB,1334988,Y,Y,45.2530381,-75.9231122
PAST SALE,May-8-2023,Single Family Residential,307 Brigitta St,Ottawa,ON,K2S 0H8,610000,3,2.5,Emerald Meadows,,1838,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/307-Brigitta-St-K2S-0H8/home/148769241,OREB,1340606,Y,Y,45.2754791,-75.8659743
PAST SALE,September-28-2023,Condo/Co-op,322 Stowe Crt,Kanata,ON,K2K 1Z6,345900,3,1.5,Beaverbrook,,,1976,,,525,Sold,,,https://www.redfin.com/on/ottawa/322-Stowe-Crt-K2K-1Z6/home/150178835,OREB,1359526,Y,Y,45.3242413,-75.8913783
PAST SALE,November-10-2023,Single Family Residential,598 Remnor Ave,Ottawa,ON,K2T 0A6,731500,3,2.5,Kanata Lakes,,3033,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/598-Remnor-Ave-K2T-0A6/home/149258782,OREB,1367735,Y,Y,45.3226813,-75.9288559
PAST SALE,June-2-2023,Single Family Residential,612 Rosehill Ave,Stittsville,ON,K2S 0K3,738000,3,3.5,Fairwind,,2787,2009,,,,Sold,,,https://www.redfin.com/on/ottawa/612-Rosehill-Ave-K2S-0K3/home/148882358,OREB,1344702,Y,Y,45.2861686,-75.9185111
PAST SALE,August-18-2023,Condo/Co-op,117 Rutherford Crt,Ottawa,ON,K2K 1N5,427000,4,1.5,Beaverbrook,,,1970,,,568,Sold,,,https://www.redfin.com/on/ottawa/117-Rutherford-Crt-K2K-1N6/home/150155614,OREB,1354895,Y,Y,45.328497,-75.8974543
PAST SALE,July-16-2023,Single Family Residential,38 Bramblewood Cres,Ottawa,ON,K2M 2H2,836000,2,3.0,Bridlewood,,6494,1996,,,,Sold,,,https://www.redfin.com/on/ottawa/38-Bramblewood-Cres-K2M-2H2/home/151339988,OREB,1351475,Y,Y,45.2882477,-75.8498265
PAST SALE,February-21-2023,Single Family Residential,89 Seabrooke Dr,Ottawa,ON,K2L 2K4,515100,3,2.0,Kanata/glencairn,,3702,1980,,,,Sold,,,https://www.redfin.com/on/ottawa/89-Seabrooke-Dr-K2L-2K4/home/149770776,OREB,1329088,Y,Y,45.2946093,-75.8916996
PAST SALE,April-16-2023,Single Family Residential,220 Old Colony Rd,Ottawa,ON,K2L 1M7,542000,3,1.5,Glencairn,,3492,1973,,,,Sold,,,https://www.redfin.com/on/ottawa/220-Old-Colony-Rd-K2L-1M7/home/149862122,OREB,1335425,Y,Y,45.2898439,-75.8745974
PAST SALE,June-21-2023,Condo/Co-op,315 Hillsboro Pvt,Ottawa,ON,K2M 3B2,557500,3,2.5,Emerald Meadows,,,2005,,,112,Sold,,,https://www.redfin.com/on/ottawa/315-Hillsboro-Pvt-K2M-3B2/home/151254737,OREB,1346302,Y,Y,45.2728614,-75.8513934
PAST SALE,February-18-2023,Single Family Residential,5789 Old Richmond Rd,Ottawa,ON,K0A 2Z0,590000,2,1.0,Fallowfield,,57240,,,,,Sold,,,https://www.redfin.com/on/ottawa/5789-Old-Richmond-Rd-K0A-2Z0/home/149970464,OREB,1329713,Y,Y,45.2571578,-75.824587
PAST SALE,June-9-2023,Condo/Co-op,1109 Stittsville Main St Unit J,Stittsville,ON,K2S 0C8,370000,2,1.0,Jackson Trails,,,2008,,,294,Sold,,,https://www.redfin.com/on/ottawa/1109-Stittsville-Main-St-K2S-0C6/unit-J/home/176419016,OREB,1343908,Y,Y,45.2739094,-75.9293526
PAST SALE,April-9-2023,Single Family Residential,14 Wheatland Ave,Ottawa,ON,K2M 2L2,775000,3,2.5,Emerald Meadows,,6456,1994,,,,Sold,,,https://www.redfin.com/on/ottawa/14-Wheatland-Ave-K2M-2L2/home/151136805,OREB,1335933,Y,Y,45.2758224,-75.8534885
PAST SALE,May-18-2023,Single Family Residential,179 Par La Ville Cir,Ottawa,ON,K2S 0T6,551500,2,2.5,Fairwinds,,1012,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/179-Par-La-Ville-Cir-K2S-0M1/home/148765441,OREB,1341067,Y,Y,45.2893065,-75.9225669
PAST SALE,August-11-2023,Single Family Residential,42 Singal St,Ottawa,ON,K2L 1B9,660000,2,2.0,Glen Cairn,,7000,1963,,,,Sold,,,https://www.redfin.com/on/ottawa/42-Singal-St-K2L-1B9/home/149753307,OREB,1353793,Y,Y,45.2982989,-75.8811761
PAST SALE,July-7-2023,Single Family Residential,377 Livery St,Stittsville,ON,K2V 0B5,664000,3,2.5,Emerald Meadows,,2100,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/377-Livery-St-K2S-1E7/home/150131280,OREB,1349349,Y,Y,45.2728659,-75.8907163
PAST SALE,November-17-2023,Condo/Co-op,200 Boundstone Way #105,Ottawa,ON,K2T 0M9,585000,2,2.0,Richardson Ridge,,,2017,,,704,Sold,,,https://www.redfin.com/on/ottawa/200-Boundstone-Way-K2T-1C5/unit-105/home/170475477,OREB,1368474,Y,Y,45.3148552,-75.9382159
PAST SALE,December-1-2022,Single Family Residential,60 Amberlakes Dr,Ottawa,ON,K2S 2A2,755000,2,3.0,Stittsville,,3217,2001,,,,Sold,,,https://www.redfin.com/on/ottawa/60-Amberlakes-Dr-K2S-2A2/home/183047626,OREB,1322696,Y,Y,45.269291,-75.9259374
PAST SALE,February-17-2023,Single Family Residential,14 Belton Ave,Ottawa,ON,K2S 1G7,1182000,5,4.0,Crossing Bridge Estates,,8674,1990,,,,Sold,,,https://www.redfin.com/on/ottawa/14-Belton-Ave-K2S-1G7/home/148955638,OREB,1329432,Y,Y,45.2646233,-75.9345144
PAST SALE,April-4-2023,Single Family Residential,4 Kinmount Pvt,Ottawa,ON,K2T 1K1,890000,2,3.0,Kanata Lakes/kanata,,5977,2001,,,235,Sold,,,https://www.redfin.com/on/ottawa/4-Kinmount-Pvt-K2T-1K2/home/149212398,OREB,1334647,Y,Y,45.3147227,-75.9233248
PAST SALE,February-18-2023,Single Family Residential,114 Flowertree Cres,Ottawa,ON,K2M 2R6,553000,3,2.5,Emerald Meadows,,5222,1997,,,,Sold,,,https://www.redfin.com/on/ottawa/114-Flowertree-Cres-K2M-2R6/home/151284653,OREB,1327559,Y,Y,45.2787533,-75.8453997
PAST SALE,September-17-2023,Single Family Residential,659 Rouncey Rd,Stittsville,ON,K2V 0P9,670000,3,2.5,Blackstone South,,2217,2019,,,,Sold,,,https://www.redfin.com/on/ottawa/659-Rouncey-Rd-K2S-1B6/home/168916924,OREB,1360476,Y,Y,45.2723952,-75.8784935
PAST SALE,June-13-2023,Single Family Residential,102 Mojave Cres,Stittsville,ON,K2S 0B6,696900,3,3.5,Jackson Trails,,2743,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/102-Mojave-Cres-K2S-0H3/home/148850661,OREB,1344883,Y,Y,45.2762101,-75.9293287
PAST SALE,May-13-2023,Single Family Residential,1782 Maple Grove Rd,Ottawa,ON,K2S 0P4,722000,3,2.5,Fairwinds/stittsville North,,3068,2017,,,,Sold,,,https://www.redfin.com/on/ottawa/1782-Maple-Grove-Rd-K2S-0M7/home/149113188,OREB,1341196,Y,Y,45.2884193,-75.920668
PAST SALE,February-26-2023,Single Family Residential,127 Oriole Ave,Ottawa,ON,K2L 2G1,625000,3,2.0,Kanata,,6000,1987,,,,Sold,,,https://www.redfin.com/on/ottawa/127-Oriole-Ave-K2L-2G1/home/149817831,OREB,1330069,Y,Y,45.2947414,-75.8835217
PAST SALE,February-28-2023,Single Family Residential,246 Burnaby Dr,Stittsville,ON,K2S 0J9,899000,3,3.5,Fairwinds,,3734,2008,,,,Sold,,,https://www.redfin.com/on/ottawa/246-Burnaby-Dr-K2S-0J9/home/148802068,OREB,1329643,Y,Y,45.2852447,-75.9209923
PAST SALE,June-28-2023,Single Family Residential,505 Coldwater Cres,Ottawa,ON,K2M 3B3,640000,3,2.5,Monahan Landing,,1977,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/505-Coldwater-Cres-K2M-3B3/home/151095902,OREB,1348888,Y,Y,45.2731982,-75.8513778
PAST SALE,September-1-2023,Single Family Residential,178 Gyrfalcon Cres,Ottawa,ON,K2M 2Z6,880000,4,3.5,Bridlewood,,4998,2005,,,,Sold,,,https://www.redfin.com/on/ottawa/178-Gyrfalcon-Cres-K2M-2Z6/home/151309949,OREB,1357935,Y,Y,45.2950971,-75.8522116
PAST SALE,November-18-2023,Condo/Co-op,24 Forester Cres Unit B,Ottawa,ON,K2H 8Y2,343500,2,1.5,Westcliffe/bells Corners,,,1978,,,375,Sold,,,https://www.redfin.com/on/ottawa/24-Forester-Cres-K2H-8X9/unit-B/home/170651092,OREB,1368696,Y,Y,45.3118162,-75.8335839
PAST SALE,June-9-2023,Condo/Co-op,440 Fenerty Crt #2,Ottawa,ON,K2L 3A9,299000,,1.5,Katimavik,,,1984,,,615,Sold,,,https://www.redfin.com/on/ottawa/440-Fenerty-Crt-K2L-3A8/unit-2/home/149948904,OREB,1344949,Y,Y,45.3076037,-75.8989109
PAST SALE,July-22-2023,Single Family Residential,167 Asper Trail Cir,Ottawa,ON,K2M 2M7,896000,4,2.5,Emerald Meadows,,2960,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/167-Asper-Trail-Cir-K2M-2M7/home/151378600,OREB,1334959,Y,Y,45.2765442,-75.8461916
PAST SALE,April-4-2023,Single Family Residential,84 Amberlakes Dr,Stittsville,ON,K2S 2A2,840000,2,3.0,Stittsville/amberwood,,4376,2002,,,,Sold,,,https://www.redfin.com/on/ottawa/84-Amberlakes-Dr-K2S-2A2/home/148776455,OREB,1334548,Y,Y,45.2703238,-75.9251792
PAST SALE,July-25-2023,Single Family Residential,106 Bandelier Way,Ottawa,ON,K2S 0C3,1299963,5,3.5,Jackson Trails,3379,6300,2010,,385,,Sold,,,https://www.redfin.com/on/ottawa/106-Bandelier-Way-K2S-0C3/home/148937390,OREB,1352509,Y,Y,45.2738287,-75.9325029
PAST SALE,April-21-2023,Single Family Residential,29 Springcreek Cres,Kanata,ON,K2M 2K7,516000,3,1.5,Bridlewood,,2627,1990,,,,Sold,,,https://www.redfin.com/on/ottawa/29-Springcreek-Cres-K2M-2K7/home/151137352,OREB,1336576,Y,Y,45.2898479,-75.8462133
PAST SALE,June-10-2023,Single Family Residential,203 Halyard Way,Kanata,ON,K2S 1B9,649000,3,2.5,Arcadia,,1980,2016,,,,Sold,,,https://www.redfin.com/on/ottawa/203-Halyard-Way-K2S-1B9/home/149267014,OREB,1345715,Y,Y,45.3041738,-75.9363686
PAST SALE,September-11-2023,Single Family Residential,379 Vendevale Ave,Ottawa,ON,K2S 0M7,855000,3,2.5,Stittsville (north),,3048,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/379-Vendevale-Ave-K2S-0M7/home/148768091,OREB,1359448,Y,Y,45.2880384,-75.9206101
PAST SALE,July-15-2023,Single Family Residential,29 Castle Glen Cres,Ottawa,ON,K2L 4G9,640000,4,2.0,Glen Cairn,,2624,2002,,,,Sold,,,https://www.redfin.com/on/ottawa/29-Castle-Glen-Cres-K2L-4G9/home/149924553,OREB,1350573,Y,Y,45.2841148,-75.882598
PAST SALE,July-31-2023,Single Family Residential,56 Steggall Cres,Stittsville,ON,K2S 1S4,767500,4,2.5,Stittsville,,4202,1997,,,,Sold,,,https://www.redfin.com/on/ottawa/56-Steggall-Cres-K2S-1S4/home/148958779,OREB,1352150,Y,Y,45.2580759,-75.9394241
PAST SALE,June-22-2023,Single Family Residential,72 Palomino Dr,Ottawa,ON,K2M 1N2,610000,3,2.5,Bridlewood,,2827,1986,,,,Sold,,,https://www.redfin.com/on/ottawa/72-Palomino-Dr-K2M-1N2/home/151186687,OREB,1347095,Y,Y,45.2950207,-75.8678436
PAST SALE,September-13-2023,Single Family Residential,431 Country Glen Way,Kanata,ON,K2T 0H9,697000,4,2.5,Arcadia,,2793,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/431-Country-Glen-Way-K2S-1B9/home/149275768,OREB,1359024,Y,Y,45.3031888,-75.9333452
PAST SALE,August-23-2023,Single Family Residential,107 Maestro Ave,Ottawa,ON,K2S 0V3,623500,3,3.5,Fairwinds / Stittsville,,1886,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/107-Maestro-Ave-K2S-1B9/home/148849509,OREB,1354710,Y,Y,45.28554,-75.9285
PAST SALE,April-20-2023,Single Family Residential,24 Whalings Cir,Ottawa,ON,K2S 1S4,540000,3,1.5,West Ridge,,2238,1998,,,,Sold,,,https://www.redfin.com/on/ottawa/24-Whalings-Cir-K2S-1S4/home/148824506,OREB,1336534,Y,Y,45.2611952,-75.941856
PAST SALE,March-6-2023,Single Family Residential,616 Silver Spruce Way,Kanata,ON,K2M 2T6,845000,3,2.5,Emerald Meadows,,2960,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/616-Silver-Spruce-Way-K2M-2T6/home/151374960,OREB,1329269,Y,Y,45.2771785,-75.8426774
PAST SALE,November-24-2022,Single Family Residential,21 Angus Dr,Ottawa,ON,K2L 4E6,640000,3,3.5,Katimavik,,2597,1997,,,,Sold,,,https://www.redfin.com/on/ottawa/21-Angus-Dr-K2L-4E6/home/149920196,OREB,1322166,Y,Y,45.3161424,-75.886961
PAST SALE,March-21-2023,Single Family Residential,24 Seabrooke Dr,Ottawa,ON,K2L 2H7,499900,3,1.5,Glencairn,,3492,1978,,,,Sold,,,https://www.redfin.com/on/ottawa/24-Seabrooke-Dr-K2L-2H7/home/149796749,OREB,1332710,Y,Y,45.2943801,-75.8891554
PAST SALE,September-21-2023,Condo/Co-op,398 Crownridge Dr,Ottawa,ON,K2M 3A5,394000,2,2.5,Emerald Meadows,,,2004,,,348,Sold,,,https://www.redfin.com/on/ottawa/398-Crownridge-Dr-K2M-3A4/home/151122647,OREB,1358295,Y,Y,45.2732399,-75.8471698
PAST SALE,April-20-2023,Single Family Residential,10 Morton Dr,Ottawa,ON,K2L 1W8,499900,4,1.5,Glencairn,,3822,1976,,,,Sold,,,https://www.redfin.com/on/ottawa/10-Morton-Dr-K2L-1W8/home/149924720,OREB,1333411,Y,Y,45.2890073,-75.8848624
PAST SALE,May-14-2023,Single Family Residential,118 Natare Pl,Ottawa,ON,K2S 1B9,662000,3,2.5,Kanata Lakes,,2291,2021,,,,Sold,,,https://www.redfin.com/on/ottawa/118-Natare-Pl-K2S-1B9/home/175392887,OREB,1341960,Y,Y,45.30416,-75.93092
PAST SALE,June-2-2023,Condo/Co-op,2 The Parkway Pky #701,Ottawa,ON,K2K 0J4,940000,2,2.5,Beaverbrook,,,2017,,,1418,Sold,,,https://www.redfin.com/on/ottawa/2-The-Pky-K2K-0J4/unit-701/home/185555045,OREB,1344168,Y,Y,45.324685,-75.8947512
PAST SALE,May-2-2023,Single Family Residential,114 Macassa Cir,Kanata,ON,K2T 1J9,690000,2,2.5,Kanata Lakes/heritage Hills,,2810,2002,,,,Sold,,,https://www.redfin.com/on/ottawa/114-Macassa-Cir-K2T-1J9/home/149208482,OREB,1338534,Y,Y,45.3130421,-75.9169886
PAST SALE,September-14-2023,Single Family Residential,25 Flowertree Cres,Kanata,ON,K2M 2R8,573500,3,3.5,Bridlewood,,2220,1999,,,,Sold,,,https://www.redfin.com/on/ottawa/25-Flowertree-Cres-K2M-2R8/home/151349470,OREB,1357020,Y,Y,45.2793278,-75.8451716
PAST SALE,September-20-2023,Condo/Co-op,113 Rutherford Crt,Ottawa,ON,K2K 1N5,407000,3,1.5,Beaverbrook,,,1970,,,541,Sold,,,https://www.redfin.com/on/ottawa/113-Rutherford-Crt-K2K-1N6/home/150399524,OREB,1357398,Y,Y,45.3286548,-75.8971662
PAST SALE,March-11-2023,Single Family Residential,350 Meadowbreeze Dr,Ottawa,ON,K2M 0K3,825000,3,2.5,Monahan Landing,,2953,2015,,,,Sold,,,https://www.redfin.com/on/ottawa/350-Meadowbreeze-Dr-K2M-3A6/home/151365231,OREB,1331504,Y,Y,45.2757875,-75.8430675
PAST SALE,July-18-2023,Single Family Residential,189 Kimpton Dr,Stittsville,ON,K2S 2J2,628000,3,2.5,Potter's Key,,1886,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/189-Kimpton-Dr-K2S-0C1/home/148845001,OREB,1351299,Y,Y,45.2731547,-75.9368809
PAST SALE,March-1-2023,Single Family Residential,122 Springcreek Cres,Kanata,ON,K2M 2M1,646000,3,1.5,Bridlewood,1750,4473,1996,,369,,Sold,,,https://www.redfin.com/on/ottawa/122-Springcreek-Cres-K2M-2M1/home/151340908,OREB,1323126,Y,Y,45.2893826,-75.8433674
PAST SALE,June-21-2023,Single Family Residential,687 Pepperville Cres,Ottawa,ON,K2M 0E4,735000,4,2.5,Trailwest,,3222,2010,,,,Sold,,,https://www.redfin.com/on/ottawa/687-Pepperville-Cres-K2M-0E4/home/151382489,OREB,1347033,Y,Y,45.2764323,-75.8675247
PAST SALE,October-10-2023,Single Family Residential,1623 Westhall Way,Ottawa,ON,K2M 0G7,720000,3,2.5,Emerald Meadows / Trailwest,,3599,2012,,,,Sold,,,https://www.redfin.com/on/ottawa/1623-Westhall-Way-K2M-0G7/home/151358581,OREB,1364011,Y,Y,45.2791503,-75.8642199
PAST SALE,May-26-2023,Single Family Residential,130 Lily Pond St,Ottawa,ON,K2M 0J5,760000,3,2.5,Monahan Landing,,2459,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/130-Lily-Pond-St-K2M-2L9/home/151373580,OREB,1342826,Y,Y,45.2754366,-75.8503238
PAST SALE,April-22-2023,Single Family Residential,32 Meadowbreeze Dr,Ottawa,ON,K2M 2L6,578000,3,2.5,Emerald Meadows,1533,2074,1993,,377,,Sold,,,https://www.redfin.com/on/ottawa/32-Meadowbreeze-Dr-K2M-2L6/home/151304990,OREB,1336196,Y,Y,45.2770746,-75.8547247
PAST SALE,August-3-2023,Single Family Residential,586 Barrick Hill Rd,Ottawa,ON,K2M 0B3,615000,3,2.5,"Emerald Meadows, Trailwest",,1979,2013,,,,Sold,,,https://www.redfin.com/on/ottawa/586-Barrick-Hill-Rd-K2M-0B3/home/151386602,OREB,1353591,Y,Y,45.2811516,-75.8690672
PAST SALE,April-7-2023,Single Family Residential,342 Autumnfield St,Ottawa,ON,K2M 0J6,748075,3,2.5,Emerald Meadows,,2453,2014,,,,Sold,,,https://www.redfin.com/on/ottawa/342-Autumnfield-St-K2M-3A6/home/151097482,OREB,1333292,Y,Y,45.2748251,-75.8485017
PAST SALE,April-23-2023,Single Family Residential,79 Saddlesmith Cir,Ottawa,ON,K2M 2Y5,680000,3,3.5,Trailwest,,8268,2003,,,,Sold,,,https://www.redfin.com/on/ottawa/79-Saddlesmith-Cir-K2M-2Y5/home/151191260,OREB,1335421,Y,Y,45.2810887,-75.8515416
PAST SALE,July-30-2023,Single Family Residential,510 Roundleaf Way,Ottawa,ON,K2V 0K1,646500,3,2.5,Abottsville Crossing,,1745,2018,,,,Sold,,,https://www.redfin.com/on/ottawa/510-Roundleaf-Wy-K2S-1E7/home/150086579,OREB,1353192,Y,Y,45.2814149,-75.8903614
PAST SALE,May-23-2023,Single Family Residential,52 Castle Glen Cres,Kanata,ON,K2L 4H1,660000,3,3.0,Glen Cairn,,2218,2002,,,,Sold,,,https://www.redfin.com/on/ottawa/52-Castle-Glen-Cres-K2L-4H1/home/149791012,OREB,1342837,Y,Y,45.2838115,-75.881297
PAST SALE,May-3-2023,Single Family Residential,36 James Lewis Ave,Ottawa,ON,K2S 1K4,895000,4,3.5,Stittsville,,6737,1990,,,,Sold,,,https://www.redfin.com/on/ottawa/36-James-Lewis-Ave-K2S-1K4/home/149054090,OREB,1339482,Y,Y,45.2493615,-75.908218
PAST SALE,July-28-2023,Single Family Residential,705 Wrangler Cir,Stittsville,ON,K2S 0R2,815000,2,3.0,Jackson Trails,,7100,2011,,,,Sold,,,https://www.redfin.com/on/ottawa/705-Wrangler-Cir-K2S-0R2/home/148830206,OREB,1352175,Y,Y,45.279314,-75.9313325
